Region,Mun_City,Barangay,Bgy_Old names,"Urban / Rural
(based on 2020 CPH)",2020 Census Popn
Region VII (Central Visayas),Dumanjug,Pawa,,R,1204
Region VII (Central Visayas),Dumanjug,Ilaya ,,R,1070
Region VII (Central Visayas),Dumanjug,Poblacion Looc,,R,1326
Region VII (Central Visayas),Dumanjug,Poblacion Sima,,R,538
Region VII (Central Visayas),Dumanjug,Tangil,,R,3125
Region VII (Central Visayas),Dumanjug,Tapon,,R,4118
Region VII (Central Visayas),Dumanjug,Tubod-Bitoon,,R,2447
Region VII (Central Visayas),Dumanjug,Tubod-Dugoan,,R,1682
Region VII (Central Visayas),Dumanjug,Poblacion Central,,U,1179
Region VII (Central Visayas),Ginatilan,Anao,,R,616
Region VII (Central Visayas),Ginatilan,Cagsing,,R,1171
Region VII (Central Visayas),Ginatilan,Calabawan,,R,654
Region VII (Central Visayas),Ginatilan,Cambagte,,R,472
Region VII (Central Visayas),Ginatilan,Campisong,,R,457
Region VII (Central Visayas),Ginatilan,Canorong,,R,792
Region VII (Central Visayas),Ginatilan,Guiwanon,,R,1205
Region VII (Central Visayas),Ginatilan,Looc,,R,1172
Region VII (Central Visayas),Ginatilan,Malatbo,,R,986
Region VII (Central Visayas),Ginatilan,Mangaco,,R,1390
Region VII (Central Visayas),Ginatilan,Palanas,,R,2490
Region VII (Central Visayas),Ginatilan,Poblacion,,R,3219
Region VII (Central Visayas),Ginatilan,Salamanca,,R,719
Region VII (Central Visayas),Ginatilan,San Roque,,R,1563
Region VII (Central Visayas),City of Lapu-Lapu,Agus,,U,19525
Region VII (Central Visayas),City of Lapu-Lapu,Babag,,U,30839
Region VII (Central Visayas),City of Lapu-Lapu,Bankal,,U,22863
Region VII (Central Visayas),City of Lapu-Lapu,Baring,,R,3870
Region VII (Central Visayas),City of Lapu-Lapu,Basak,,U,71990
Region VII (Central Visayas),City of Lapu-Lapu,Buaya,,U,19078
Region VII (Central Visayas),City of Lapu-Lapu,Calawisan,,U,15740
Region VII (Central Visayas),City of Lapu-Lapu,Canjulao,,U,14451
Region VII (Central Visayas),City of Lapu-Lapu,Caw-oy,,R,2226
Region VII (Central Visayas),City of Lapu-Lapu,Cawhagan,,R,694
Region VII (Central Visayas),City of Lapu-Lapu,Caubian,,R,2429
Region VII (Central Visayas),City of Lapu-Lapu,Gun-ob,,U,37989
Region VII (Central Visayas),City of Lapu-Lapu,Ibo,,U,8318
Region VII (Central Visayas),City of Lapu-Lapu,Looc,,U,15411
Region VII (Central Visayas),City of Lapu-Lapu,Mactan,,U,50964
Region VII (Central Visayas),City of Lapu-Lapu,Maribago,,U,18954
Region VII (Central Visayas),City of Lapu-Lapu,Marigondon,,U,25584
Region VII (Central Visayas),City of Lapu-Lapu,Pajac,,U,22116
Region VII (Central Visayas),City of Lapu-Lapu,Pajo,,U,25845
Region VII (Central Visayas),City of Lapu-Lapu,Pangan-an,,R,2348
Region VII (Central Visayas),City of Lapu-Lapu,Poblacion,,U,6238
Region VII (Central Visayas),City of Lapu-Lapu,Punta Engaño,,U,11425
Region VII (Central Visayas),City of Lapu-Lapu,Pusok,,U,32791
Region VII (Central Visayas),City of Lapu-Lapu,Sabang,,U,6910
Region VII (Central Visayas),City of Lapu-Lapu,Santa Rosa,,U,5388
Region VII (Central Visayas),City of Lapu-Lapu,Subabasbas,,U,7961
Region VII (Central Visayas),City of Lapu-Lapu,Talima,,U,5973
Region VII (Central Visayas),City of Lapu-Lapu,Tingo,,R,3231
Region VII (Central Visayas),City of Lapu-Lapu,Tungasan,,R,2244
Region VII (Central Visayas),City of Lapu-Lapu,San Vicente,,R,4209
Region VII (Central Visayas),Liloan,Cabadiangan,,R,2209
Region VII (Central Visayas),Liloan,Calero,,U,6821
Region VII (Central Visayas),Liloan,Catarman,,U,20162
Region VII (Central Visayas),Liloan,Cotcot,,U,10598
Region VII (Central Visayas),Liloan,Jubay,,U,14904
Region VII (Central Visayas),Liloan,Lataban,,R,2516
Region VII (Central Visayas),Liloan,Mulao,,R,1189
Region VII (Central Visayas),Liloan,Poblacion,,U,16657
Region VII (Central Visayas),Liloan,San Roque,,R,1797
Region VII (Central Visayas),Liloan,San Vicente,,U,13069
Region VII (Central Visayas),Liloan,Santa Cruz,,R,2689
Region VII (Central Visayas),Liloan,Tabla,,R,1562
Region VII (Central Visayas),Liloan,Tayud,,U,21978
Region VII (Central Visayas),Liloan,Yati,,U,37046
Region VII (Central Visayas),Madridejos,Bunakan,,R,2139
Region VII (Central Visayas),Madridejos,Kangwayan,,R,1365
Region VII (Central Visayas),Madridejos,Kaongkod,,R,4028
Region VII (Central Visayas),Madridejos,Kodia,,R,2370
Region VII (Central Visayas),Madridejos,Maalat,,R,2864
Region VII (Central Visayas),Madridejos,Malbago,,R,3166
Region VII (Central Visayas),Madridejos,Mancilang,,U,5299
Region VII (Central Visayas),Madridejos,Pili,,R,2885
Region VII (Central Visayas),Madridejos,Poblacion,,R,3597
Region VII (Central Visayas),Madridejos,San Agustin,,R,3027
Region VII (Central Visayas),Madridejos,Tabagak,,R,2196
Region VII (Central Visayas),Madridejos,Talangnan,,R,3666
Region VII (Central Visayas),Madridejos,Tarong,,R,3100
Region VII (Central Visayas),Madridejos,Tugas,,R,2337
Region VII (Central Visayas),Malabuyoc,Armeña,Cansilongan,R,950
Region VII (Central Visayas),Malabuyoc,Tolosa,Calatagan,R,1615
Region VII (Central Visayas),Malabuyoc,Cerdeña,Ansan,R,2011
Region VII (Central Visayas),Malabuyoc,Labrador,Bulod,R,744
Region VII (Central Visayas),Malabuyoc,Looc,,R,1173
Region VII (Central Visayas),Malabuyoc,Lombo,,R,1327
Region VII (Central Visayas),Malabuyoc,Mahanlud,,R,605
Region VII (Central Visayas),Malabuyoc,Mindanao,Pajo,R,533
Region VII (Central Visayas),Malabuyoc,Montañeza,Inamlang,R,3212
Region VII (Central Visayas),Malabuyoc,Salmeron,Bulak,R,774
Region VII (Central Visayas),Malabuyoc,Santo Niño,,R,2721
Region VII (Central Visayas),Malabuyoc,Sorsogon,Balimaya,R,1159
Region VII (Central Visayas),Malabuyoc,Barangay I ,,R,1773
Region VII (Central Visayas),Malabuyoc,Barangay II ,,R,1173
Region VII (Central Visayas),City of Mandaue,Alang-alang,,U,11495
Region VII (Central Visayas),City of Mandaue,Bakilid,,U,4387
Region VII (Central Visayas),City of Mandaue,Banilad,,U,18386
Region VII (Central Visayas),City of Mandaue,Basak,,U,11777
Region VII (Central Visayas),City of Mandaue,Cabancalan,,U,14841
Region VII (Central Visayas),City of Mandaue,Cambaro,,U,8990
Region VII (Central Visayas),City of Mandaue,Canduman,,U,23455
Region VII (Central Visayas),City of Mandaue,Casili,,U,5403
Region VII (Central Visayas),City of Mandaue,Casuntingan,,U,16846
Region VII (Central Visayas),City of Mandaue,Centro ,,U,2980
Region VII (Central Visayas),City of Mandaue,Cubacub,,U,13832
Region VII (Central Visayas),City of Mandaue,Guizo,,U,7258
Region VII (Central Visayas),City of Mandaue,Ibabao-Estancia,,U,6994
Region VII (Central Visayas),City of Mandaue,Jagobiao,,U,12138
Region VII (Central Visayas),City of Mandaue,Labogon,,U,20466
Region VII (Central Visayas),City of Mandaue,Looc,,U,17395
Region VII (Central Visayas),City of Mandaue,Maguikay,,U,14956
Region VII (Central Visayas),City of Mandaue,Mantuyong,,U,5487
Region VII (Central Visayas),City of Mandaue,Opao,,U,12014
Region VII (Central Visayas),City of Mandaue,Pakna-an,,U,30532
Region VII (Central Visayas),City of Mandaue,Pagsabungan,,U,20266
Region VII (Central Visayas),City of Mandaue,Subangdaku,,U,17097
Region VII (Central Visayas),City of Mandaue,Tabok,,U,19486
Region VII (Central Visayas),City of Mandaue,Tawason,,U,6984
Region VII (Central Visayas),City of Mandaue,Tingub,,U,6082
Region VII (Central Visayas),City of Mandaue,Tipolo,,U,15790
Region VII (Central Visayas),City of Mandaue,Umapad,,U,18779
Region VII (Central Visayas),Medellin,Antipolo,,U,6532
Region VII (Central Visayas),Medellin,Curva,,R,2468
Region VII (Central Visayas),Medellin,Daanlungsod,,R,2947
Region VII (Central Visayas),Medellin,Dalingding Sur,,R,896
Region VII (Central Visayas),Medellin,Dayhagon,,R,2019
Region VII (Central Visayas),Medellin,Gibitngil,,R,2216
Region VII (Central Visayas),Medellin,Canhabagat,,R,2373
Region VII (Central Visayas),Medellin,Caputatan Norte,,R,2932
Region VII (Central Visayas),Medellin,Caputatan Sur,,R,2772
Region VII (Central Visayas),Medellin,Kawit,,U,7991
Region VII (Central Visayas),Medellin,Lamintak Norte,,R,2348
Region VII (Central Visayas),Medellin,Luy-a,,U,1564
Region VII (Central Visayas),Medellin,Panugnawan,,R,2665
Region VII (Central Visayas),Medellin,Poblacion,,U,6825
Region VII (Central Visayas),Medellin,Tindog,,U,3981
Region VII (Central Visayas),Medellin,Don Virgilio Gonzales,,R,1547
Region VII (Central Visayas),Medellin,Lamintak Sur,,R,2904
Region VII (Central Visayas),Medellin,Maharuhay,,R,1679
Region VII (Central Visayas),Medellin,Mahawak,,R,2946
Region VII (Central Visayas),Minglanilla,Cadulawan,,U,6272
Region VII (Central Visayas),Minglanilla,Calajo-an,,U,12958
Region VII (Central Visayas),Minglanilla,Camp 7,,R,3258
Region VII (Central Visayas),Minglanilla,Camp 8,,R,2294
Region VII (Central Visayas),Minglanilla,Cuanos,,R,3758
Region VII (Central Visayas),Minglanilla,Guindaruhan,,R,3881
Region VII (Central Visayas),Minglanilla,Linao,,U,16141
Region VII (Central Visayas),Minglanilla,Manduang,,R,2737
Region VII (Central Visayas),Minglanilla,Pakigne,,U,14351
Region VII (Central Visayas),Minglanilla,Poblacion Ward I,,U,2306
Region VII (Central Visayas),Minglanilla,Poblacion Ward II,,U,3559
Region VII (Central Visayas),Minglanilla,Poblacion Ward III,,U,2681
Region VII (Central Visayas),Minglanilla,Poblacion Ward IV,,U,4316
Region VII (Central Visayas),Minglanilla,Tubod,,U,5136
Region VII (Central Visayas),Minglanilla,Tulay,,U,11834
Region VII (Central Visayas),Minglanilla,Tunghaan,,U,16538
Region VII (Central Visayas),Minglanilla,Tungkop,,U,14252
Region VII (Central Visayas),Minglanilla,Vito,,U,11133
Region VII (Central Visayas),Minglanilla,Tungkil,,U,13597
Region VII (Central Visayas),Moalboal,Agbalanga,,R,1065
Region VII (Central Visayas),Moalboal,Bala,,R,767
Region VII (Central Visayas),Moalboal,Balabagon,,R,2395
Region VII (Central Visayas),Moalboal,Basdiot,,U,6867
Region VII (Central Visayas),Moalboal,Batadbatad,,R,1619
Region VII (Central Visayas),Moalboal,Bugho,,R,2088
Region VII (Central Visayas),Moalboal,Buguil,,R,832
Region VII (Central Visayas),Moalboal,Busay,,R,1613
Region VII (Central Visayas),Moalboal,Lanao,,R,1914
Region VII (Central Visayas),Moalboal,Poblacion East,,U,2911
Region VII (Central Visayas),Moalboal,Poblacion West,,R,3567
Region VII (Central Visayas),Moalboal,Saavedra,,R,3381
Region VII (Central Visayas),Moalboal,Tomonoy,,R,2634
Region VII (Central Visayas),Moalboal,Tuble,,R,2415
Region VII (Central Visayas),Moalboal,Tunga,,R,2862
Region VII (Central Visayas),City of Naga,Alfaco,,R,3986
Region VII (Central Visayas),City of Naga,Bairan,,R,2379
Region VII (Central Visayas),City of Naga,Balirong,,U,5152
Region VII (Central Visayas),City of Naga,Cabungahan,,R,1562
Region VII (Central Visayas),City of Naga,Cantao-an,,U,7223
Region VII (Central Visayas),City of Naga,Central Poblacion,,U,806
Region VII (Central Visayas),City of Naga,Cogon,,R,4654
Region VII (Central Visayas),City of Naga,Colon,,U,5245
Region VII (Central Visayas),City of Naga,East Poblacion,,U,406
Region VII (Central Visayas),City of Naga,Inoburan,,U,7419
Region VII (Central Visayas),City of Naga,Inayagan,,U,10351
Region VII (Central Visayas),City of Naga,Jaguimit,,R,2367
Region VII (Central Visayas),City of Naga,Lanas,,R,3270
Region VII (Central Visayas),City of Naga,Langtad,,U,7078
Region VII (Central Visayas),City of Naga,Lutac,,U,5498
Region VII (Central Visayas),City of Naga,Mainit,,R,3438
Region VII (Central Visayas),City of Naga,Mayana,,R,1460
Region VII (Central Visayas),City of Naga,Naalad,,R,3546
Region VII (Central Visayas),City of Naga,North Poblacion,,R,3081
Region VII (Central Visayas),City of Naga,Pangdan,,U,6214
Region VII (Central Visayas),City of Naga,Patag,,R,1539
Region VII (Central Visayas),City of Naga,South Poblacion,,U,6912
Region VII (Central Visayas),City of Naga,Tagjaguimit,,R,3207
Region VII (Central Visayas),City of Naga,Tangke,,U,5171
Region VII (Central Visayas),City of Naga,Tinaan,,U,7457
Region VII (Central Visayas),City of Naga,Tuyan,,U,13444
Region VII (Central Visayas),City of Naga,Uling,,U,6242
Region VII (Central Visayas),City of Naga,West Poblacion,,R,4077
Region VII (Central Visayas),Oslob,Alo,,R,1196
Region VII (Central Visayas),Oslob,Bangcogon,,R,1231
Region VII (Central Visayas),Oslob,Bonbon,,R,1555
Region VII (Central Visayas),Oslob,Calumpang,,R,1024
Region VII (Central Visayas),Oslob,Canangca-an,,R,481
Region VII (Central Visayas),Oslob,Cañang,,R,1009
Region VII (Central Visayas),Oslob,Can-ukban,,R,584
Region VII (Central Visayas),Oslob,Cansalo-ay,,R,681
Region VII (Central Visayas),Oslob,Daanlungsod,,R,1736
Region VII (Central Visayas),Oslob,Gawi,,R,1876
Region VII (Central Visayas),Oslob,Hagdan,,R,731
Region VII (Central Visayas),Oslob,Lagunde,,R,3273
Region VII (Central Visayas),Oslob,Looc,,R,1183
Region VII (Central Visayas),Oslob,Luka,,R,1210
Region VII (Central Visayas),Oslob,Mainit,,R,1339
Region VII (Central Visayas),Oslob,Manlum,,R,411
Region VII (Central Visayas),Oslob,Nueva Caceres,,R,1189
Region VII (Central Visayas),Oslob,Poblacion,,U,4446
Region VII (Central Visayas),Oslob,Pungtod,,R,1567
Region VII (Central Visayas),Oslob,Tan-awan,,R,1512
Region VII (Central Visayas),Oslob,Tumalog,,R,1030
Region VII (Central Visayas),Pilar,Biasong,,R,406
Region VII (Central Visayas),Pilar,Cawit,,R,2251
Region VII (Central Visayas),Pilar,Dapdap,,R,671
Region VII (Central Visayas),Pilar,Esperanza,,R,855
Region VII (Central Visayas),Pilar,Lanao,,R,947
Region VII (Central Visayas),Pilar,Lower Poblacion,,R,826
Region VII (Central Visayas),Pilar,Moabog,,R,1172
Region VII (Central Visayas),Pilar,Montserrat,,R,1260
Region VII (Central Visayas),Pilar,San Isidro,,R,643
Region VII (Central Visayas),Pilar,San Juan,,R,796
Region VII (Central Visayas),Pilar,Upper Poblacion,,R,925
Region VII (Central Visayas),Pilar,Villahermosa,,R,1177
Region VII (Central Visayas),Pilar,Imelda,,R,577
Region VII (Central Visayas),Pinamungajan,Anislag,,R,1613
Region VII (Central Visayas),Pinamungajan,Anopog,,R,4362
Region VII (Central Visayas),Pinamungajan,Binabag,,R,2264
Region VII (Central Visayas),Pinamungajan,Buhingtubig,,R,2192
Region VII (Central Visayas),Pinamungajan,Busay,,R,1396
Region VII (Central Visayas),Pinamungajan,Butong,,R,2394
Region VII (Central Visayas),Pinamungajan,Cabiangon,,R,1244
Region VII (Central Visayas),Pinamungajan,Camugao,,R,2521
Region VII (Central Visayas),Pinamungajan,Duangan,,R,1591
Region VII (Central Visayas),Pinamungajan,Guimbawian,,R,2086
Region VII (Central Visayas),Pinamungajan,Lamac,,U,7070
Region VII (Central Visayas),Pinamungajan,Lut-od,,R,3219
Region VII (Central Visayas),Pinamungajan,Mangoto,,R,2728
Region VII (Central Visayas),Pinamungajan,Opao,,R,655
Region VII (Central Visayas),Pinamungajan,Pandacan,,U,7583
Region VII (Central Visayas),Pinamungajan,Poblacion,,U,7038
Region VII (Central Visayas),Pinamungajan,Punod,,R,2237
Region VII (Central Visayas),Pinamungajan,Rizal,,R,3054
Region VII (Central Visayas),Pinamungajan,Sacsac,,R,1547
Region VII (Central Visayas),Pinamungajan,Sambagon,,R,1376
Region VII (Central Visayas),Pinamungajan,Sibago,,R,2751
Region VII (Central Visayas),Pinamungajan,Tajao,,U,7395
Region VII (Central Visayas),Pinamungajan,Tangub,,R,1151
Region VII (Central Visayas),Pinamungajan,Tanibag,,R,1877
Region VII (Central Visayas),Pinamungajan,Tupas,,R,991
Region VII (Central Visayas),Pinamungajan,Tutay,,R,2796
Region VII (Central Visayas),Poro,Adela,,R,1749
Region VII (Central Visayas),Poro,Altavista,,R,1019
Region VII (Central Visayas),Poro,Cagcagan,,R,3351
Region VII (Central Visayas),Poro,Cansabusab,,R,574
Region VII (Central Visayas),Poro,Daan Paz,,R,807
Region VII (Central Visayas),Poro,Eastern Poblacion,,R,1145
Region VII (Central Visayas),Poro,Esperanza,,R,3488
Region VII (Central Visayas),Poro,Libertad,,R,1216
Region VII (Central Visayas),Poro,Mabini,,R,1328
Region VII (Central Visayas),Poro,Mercedes,,R,2973
Region VII (Central Visayas),Poro,Pagsa,,R,835
Region VII (Central Visayas),Poro,Paz,,R,1297
Region VII (Central Visayas),Poro,Rizal,,R,786
Region VII (Central Visayas),Poro,San Jose,,R,1375
Region VII (Central Visayas),Poro,Santa Rita,,R,996
Region VII (Central Visayas),Poro,Teguis,,R,1765
Region VII (Central Visayas),Poro,Western Poblacion,,R,1528
Region VII (Central Visayas),Ronda,Butong,,R,1641
Region VII (Central Visayas),Ronda,Can-abuhon,,R,915
Region VII (Central Visayas),Ronda,Canduling,,R,1364
Region VII (Central Visayas),Ronda,Cansalonoy,,R,920
Region VII (Central Visayas),Ronda,Cansayahon,,R,2003
Region VII (Central Visayas),Ronda,Ilaya,,R,1618
Region VII (Central Visayas),Ronda,Langin,,R,1255
Region VII (Central Visayas),Ronda,Libo-o,,R,1452
Region VII (Central Visayas),Ronda,Malalay,,R,1011
Region VII (Central Visayas),Ronda,Palanas,,R,1703
Region VII (Central Visayas),Ronda,Poblacion,,R,2059
Region VII (Central Visayas),Ronda,Santa Cruz,,R,3573
Region VII (Central Visayas),Ronda,Tupas,,R,630
Region VII (Central Visayas),Ronda,Vive,,R,861
Region VII (Central Visayas),Samboan,Basak,,R,1141
Region VII (Central Visayas),Samboan,Bonbon,,R,613
Region VII (Central Visayas),Samboan,Bulangsuran,,R,1054
Region VII (Central Visayas),Samboan,Calatagan,,R,1284
Region VII (Central Visayas),Samboan,Cambigong,,R,884
Region VII (Central Visayas),Samboan,Canorong,,R,964
Region VII (Central Visayas),Samboan,Colase,,R,1103
Region VII (Central Visayas),Samboan,Dalahikan,,R,1360
Region VII (Central Visayas),Samboan,Jumangpas,,R,1290
Region VII (Central Visayas),Samboan,Camburoy,,R,941
Region VII (Central Visayas),Samboan,Poblacion,,R,3887
Region VII (Central Visayas),Samboan,San Sebastian,,R,2058
Region VII (Central Visayas),Samboan,Suba,,R,1931
Region VII (Central Visayas),Samboan,Tangbo,,R,1121
Region VII (Central Visayas),Samboan,Monteverde,,R,742
Region VII (Central Visayas),San Fernando,Balud,,U,4950
Region VII (Central Visayas),San Fernando,Balungag,,R,2324
Region VII (Central Visayas),San Fernando,Basak,,R,948
Region VII (Central Visayas),San Fernando,Bugho,,R,1422
Region VII (Central Visayas),San Fernando,Cabatbatan,,R,2075
Region VII (Central Visayas),San Fernando,Greenhills,,R,3229
Region VII (Central Visayas),San Fernando,Lantawan,,R,2157
Region VII (Central Visayas),San Fernando,Liburon,,R,1145
Region VII (Central Visayas),San Fernando,Magsico,,R,2430
Region VII (Central Visayas),San Fernando,Poblacion North,,R,4606
